	id_and_goal	utt_id	MIDAS	speaker	utt
649	10052: [1] opinion_1 [2] open question factual_1 [3] statement_1 [4] open question factual_2 [5] statement_2 [6] thanking_1	6	statement_2	11111	Please check in at the airport an hour before flight time .
650	10052: [1] opinion_1 [2] open question factual_1 [3] statement_1 [4] open question factual_2 [5] statement_2 [6] thanking_1	7	thanking_1	0	Thank you .
651	6352: [1] open question factual_1 [2] statement_1	0	open question factual_1	0	How is Tom now ?
652	6352: [1] open question factual_1 [2] statement_1	1	statement_1	11111	He's out of the hospital and up and about again at last .
653	6352: [1] open question factual_1 [2] statement_1	2	statement_1	0	Let's congratulate him on Sunday .
654	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	0	yes no question_1	0	Could you help me with these books ?
655	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	1	statement_1	11111	My hands are full .
656	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	2	yes no question_2	11111	Can't you see that ?
657	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	3	abandon_1	0	Please , George .
658	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	4	back-channeling_1	11111	All right .
659	2064: [1] yes no question_1 [2] statement_1 [3] yes no question_2 [4] abandon_1 [5] back-channeling_1 [6] hold_1	5	hold_1	11111	Just wait a minute , OK ?
660	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	0	opinion_1	0	Jack , I think it's best that I actively ask for the results of interview .
661	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	1	comment_1	11111	That's a good idea !
662	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	2	opinion_2	11111	So you don't need to worry about it .
663	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	3	opinion_2	0	I think so , too .
664	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	4	open question opinion_1	0	What do you think about that I write a letter of inquiry to the company ?
665	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	5	comment_2	11111	It's OK .
666	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	6	statement_1	11111	You could send an email to the employer via the internet .
667	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	7	comment_3	0	Good idea .
668	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	8	comment_3	0	It is convenient and fast .
669	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	9	statement_2	11111	You could inquire about the results directly , but should be politely .
670	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	10	back-channeling_1	0	Certainly .
671	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	11	opinion_3	11111	I think the letter of inquiry should be written briefly .
672	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	12	opinion_3	11111	If it's too long , I'm afraid the employer won't have time to read it .
673	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	13	statement_3	0	I think that about one hundred words are enough .
674	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	14	statement_3	11111	After you send the letter of inquiry , you should pay close attention not to miss any reply .
675	11406: [1] opinion_1 [2] comment_1 [3] opinion_2 [4] open question opinion_1 [5] comment_2 [6] statement_1 [7] comment_3 [8] statement_2 [9] back-channeling_1 [10] opinion_3 [11] statement_3	15	statement_3	0	OK , I know now .
676	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	0	opinion_1	0	May , look , what's that in the cage ?
677	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	1	yes no question_1	11111	Don't you know that ?
678	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	2	statement_1	11111	It's panda .
679	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	3	statement_1	0	Of course I know .
680	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	4	statement_1	0	I just can't see it very well .
681	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	5	yes no question_2	11111	OK , then put on your glasses , and do you know what does the panda eat ?
682	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	6	statement_2	0	Of course , Bamboo !
683	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	7	comment_1	11111	That's right .
684	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	8	statement_3	0	I also know they are given to other countries as gifts for friendship .
685	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	9	comment_2	11111	You sound quite knowledgeable .
686	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	10	opinion_2	0	Not really , panda is my favorite animal .
687	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	11	statement_4	11111	Actually , it likes milk too .
688	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	12	statement_4	0	Any way , in a word , panda is our friend .
689	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	13	yes no question_3	11111	Do you know other famous animals in the world ?
690	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	14	opinion_3	0	Yeah , let me think , the kangaroo and koala bear from Australia are very famous .
691	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	15	comment_3	11111	That's right .
692	7294: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] yes no question_2 [5] statement_2 [6] comment_1 [7] statement_3 [8] comment_2 [9] opinion_2 [10] statement_4 [11] yes no question_3 [12] opinion_3 [13] comment_3 [14] statement_5	16	statement_5	11111	OK , let's move on .
693	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	0	statement_1	0	Hello , Sunshine Travel Agency .
694	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	1	abandon_1	11111	Hello .
695	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	2	yes no question_1	11111	Is there a package tour to Beijing ?
696	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	3	hold_1	0	Well , let me see .
697	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	4	statement_2	0	We have a nice one on which we still have several unfilled places .
698	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	5	yes no question_2	11111	Does the tour have a Chinese-speaking guide ?
699	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	6	pos answer_1	0	Yes , sir .
700	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	7	open question factual_1	11111	What is the cost of the tour ?
701	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	8	statement_3	0	Five hundred dollars altogether .
702	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	9	comment_1	11111	It's a bit expensive .
703	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	10	command_1	11111	Can you tell me the schedule ?
704	9894: [1] statement_1 [2] abandon_1 [3] yes no question_1 [4] hold_1 [5] statement_2 [6] yes no question_2 [7] pos answer_1 [8] open question factual_1 [9] statement_3 [10] comment_1 [11] command_1 [12] statement_4	11	statement_4	0	Yes , I will introduce the itinerary in detail .
705	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	0	complaint_1	0	Excuse me .
706	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	1	pos answer_1	11111	Yes ?
707	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	2	open question factual_1	11111	How can I help you ?
708	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	3	yes no question_1	0	Are these drinks on sale this weekend ?
709	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	4	pos answer_2	11111	Yes .
710	1367: [1] complaint_1 [2] pos answer_1 [3] open question factual_1 [4] yes no question_1 [5] pos answer_2 [6] yes no question_2 [7] pos answer_3 [8] statement_1 [9] comment_1 [10] thanking_1 [11] opinion_1	5	yes no question_2	0	Can I buy more than one case ?
