	id_and_goal	utt_id	open_goal_cut	open_goal	speaker	utt
1252	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	8	_1		speaker_2	Here.
1253	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	9	offers_1	offers the application form	speaker_2	Let me give you an application form.
1254	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	10	declines_2	declines the offer again	speaker_1	Thank you, but I'm just browsing today.
1255	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	11	agrees_1	agreement	speaker_2	Okay.
1256	98: [1] wants_1 [2] provides_1 [3] expresses_1 [4] wants_2 [5] declines_1 [6] explains_1 [7] tries_1 [8] acknowledges_1 [9] _1 [10] offers_1 [11] declines_2 [12] agrees_1 [13] wishes_1	12	wishes_1	wishes speaker 1 a good experience	speaker_2	Enjoy your browsing.
1257	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	0	points_1	points out the location	speaker_1	Here is the fish counter.
1258	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	1	wants_1	wants to draw attention to the seafood	speaker_1	Look at the lobsters and crabs.
1259	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	2	suggests_1	suggests to have seafood	speaker_1	Shall we have some?
1260	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	3	informs_1	informs about an allergy	speaker_2	I'm allergic to these things, you know.
1261	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	4	apologizes_1	apologizes for the suggestion	speaker_1	Sorry, I forgot.
1262	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	5	shares_1	shares personal preference	speaker_1	I don’t like seafood, neither.
1263	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	6	suggests_2	suggests to buy other items	speaker_2	Let’s go over there and get some milk, a couple dozen eggs and some orange juice.
1264	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	7	suggests_2	suggests to buy a specific type of juice	speaker_1	Let's get frozen juice.
1265	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	8	gives_1	gives an opinion on the juice	speaker_1	It is really good.
1266	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	9	confirms_1	confirms that they have enough food	speaker_1	We’Ve got enough food.
1267	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	10	suggests_3	suggests to go to the checkout stand	speaker_1	Let’s go over to the check-out stand.
1268	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	11	agrees_1	agreement	speaker_2	OK.
1269	99: [1] points_1 [2] wants_1 [3] suggests_1 [4] informs_1 [5] apologizes_1 [6] shares_1 [7] suggests_2 [8] gives_1 [9] confirms_1 [10] suggests_3 [11] agrees_1 [12] requests_1	12	requests_1	requests to buy additional items	speaker_2	But just let me pick up a bottle of cooking wine and oil as we go by.
1270	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	0	wants_1	wants to speak with Professor Clark	speaker_1	Good morning, may I speak with Professor Clark, please?
1271	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	1	confirms_1	confirms that they are Professor Clark	speaker_2	You are speaking with Professor Clark.
1272	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	2	introduces_1	introduces themselves as a student	speaker_1	Professor, I am Kalina from your morning literature class.
1273	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	3	asks_1	asks for the reason for the call	speaker_2	Yes, how can I help you?
1274	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	4	explains_1	explains the reason for absence from school	speaker_1	I ran my car into a tree yesterday and need to miss a few days of school.
1275	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	5	expresses_1	expresses concern for the student's well-being	speaker_2	Oh, my God! I hope you are all right.
1276	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	6	updates_1	updates on their health	speaker_1	I have a concussion, but I will be OK.
1277	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	7	asks_2	asks for the duration of absence	speaker_2	How much school will you miss?
1278	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	8	informs_1	informs about the duration of absence	speaker_1	I only need to take this week off.
1279	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	9	expresses_2	expresses gratitude for being informed	speaker_2	I appreciate you calling and telling me that you won’t be in class.
1280	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	10	wishes_1	wishes to see the student soon	speaker_2	See you next week!
1281	100: [1] wants_1 [2] confirms_1 [3] introduces_1 [4] asks_1 [5] explains_1 [6] expresses_1 [7] updates_1 [8] asks_2 [9] informs_1 [10] expresses_2 [11] wishes_1 [12] _1	11	_1			
1282	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	0	greeting_1	greeting	speaker_1	Hello, Parker.
1283	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	1	wants_1	wants to check on Parker's well-being	speaker_1	How’s everything?
1284	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	2	general_1	general response indicating everything is okay	speaker_2	Can’t complain.
1285	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	3	wants_2	wants to check on speaker_1's well-being	speaker_2	And you?
1286	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	4	update_1	update on speaker_1's work	speaker_1	Business is booming.
1287	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	5	mentions_1	mentions planned meeting	speaker_1	I understand you want to meet up with me next week.
1288	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	6	wants_3	wants to confirm meeting details	speaker_1	How’s your schedule looking?
1289	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	7	checking_1	checking schedule	speaker_2	Let me see.
1290	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	8	confirms_1	confirms meeting time and date.	speaker_2	I can come out and see you first thing Wednesday.
1291	101: [1] greeting_1 [2] wants_1 [3] general_1 [4] wants_2 [5] update_1 [6] mentions_1 [7] wants_3 [8] checking_1 [9] confirms_1 [10] _1	9	_1			
1292	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	0	wants_1	wants to know why the network is slow	speaker_1	How come it is slow as a snail today?
1293	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	1	clarifying_1	clarifying the issue	speaker_2	You mean the network connection?
1294	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	2	explains_1	explains the reason for the slow network	speaker_1	Yes, I wanted to look for some information on the company page just now.
1295	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	3	gives_1	gives an example of the slow network	speaker_1	It took me almost one minute to open it.
1296	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	4	further_1	further explains the issue	speaker_1	Then there is no response to any click.
1297	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	5	confirms_1	confirms that they are also experiencing the slow network	speaker_2	I have the same question.
1298	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	6	gives_2	gives another example of the slow network	speaker_2	I can’t send out mails.
1299	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	7	suggests_1	suggests to contact IT for help	speaker_2	We’d better call the IT department and ask them to check it immediately.
1300	102: [1] wants_1 [2] clarifying_1 [3] explains_1 [4] gives_1 [5] further_1 [6] confirms_1 [7] gives_2 [8] suggests_1 [9] agrees_1	8	agrees_1	agreement	speaker_1	Ok.
1301	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	0	wants_1	wants to have a conversation	speaker_1	Honey, I need to have a talk with you.
1302	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	1	wants_1	wants to do homework	speaker_2	Dad, I have to do my homework.
1303	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	2	wants_1	wants to know the reason	speaker_1	No, honey, why didn't you go to cram school last night?
1304	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	3	does_1	does not want to talk about it now	speaker_2	Dad, I don't want to talk about it now.
1305	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	4	wants_2	wants to know the reason	speaker_1	Honey, if you don't want to go to cram school, you should tell me the reason why.
1306	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	5	apologizes_1	apologizes	speaker_2	I'm sorry, dad.
1307	103: [1] wants_1 [2] does_1 [3] wants_2 [4] apologizes_1 [5] expresses_1	6	expresses_1	expresses preference for staying at school	speaker_2	But I would rather stay at school than go to cram school.
1308	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	0	wants_1	wants to diagnose the problem	speaker_1	What's wrong with you, young man?
1309	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	1	reports_1	reports symptoms	speaker_2	Doctor, I have a bad cough and a headache.
1310	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	2	wants_2	wants to gather more information	speaker_1	Do you have a fever?
1311	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	3	reports_2	reports feeling	speaker_2	I don't know, but I feel terrible.
1312	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	4	wants_3	wants to examine the patient	speaker_1	Let me examine you.
1313	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	5	reassures_1	reassures the patient	speaker_1	Don't worry.
1314	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	6	reassures_1	reassures the patient	speaker_1	It's nothing serious.
1315	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	7	wants_4	wants advice	speaker_2	Do you think I should lie in bed?
1316	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	8	gives_1	gives advice	speaker_1	Yes, stay in bed and drink a lot of water.
1317	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	9	predicts_1	predicts recovery	speaker_1	Your fever will be gone in a day or two.
1318	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	10	agrees_1	agreement	speaker_2	OK.
1319	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	11	wants_5	wants advice on activity	speaker_2	Do you think I can play football tomorrow?
1320	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	12	gives_2	gives advice	speaker_1	Of course not.
1321	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	13	emphasizes_1	emphasizes advice	speaker_1	You need a good rest.
1322	104: [1] wants_1 [2] reports_1 [3] wants_2 [4] reports_2 [5] wants_3 [6] reassures_1 [7] wants_4 [8] gives_1 [9] predicts_1 [10] agrees_1 [11] wants_5 [12] gives_2 [13] emphasizes_1 [14] _1	14	_1			
1323	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	0	wants_1	wants to have a dessert	speaker_1	I want something sweet after dinner.
1324	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	1	wants_1	wants more information	speaker_2	What do you have in mind?
1325	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	2	confirms_1	confirms wanting a dessert	speaker_1	A dessert sounds nice.
1326	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	3	wants_2	wants to know the specific dessert	speaker_2	What kind are you thinking of getting?
1327	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	4	wants_2	wants to get pie	speaker_1	I want to get some pie.
1328	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	5	wants_2	wants to know the specific type of pie	speaker_2	What kind of pie do you want?
1329	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	6	doesn't_1	doesn't know the specific type of pie	speaker_1	I have no idea.
1330	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	7	offers_1	offers information about pie preference	speaker_2	Do you want to know what kind of pie I like?
1331	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	8	wants_3	wants to know the pie preference	speaker_1	Sure, what kind do you like?
1332	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	9	says_1	says favorite pie is apple	speaker_2	I love apple pie.
1333	105: [1] wants_1 [2] confirms_1 [3] wants_2 [4] doesn't_1 [5] offers_1 [6] wants_3 [7] says_1 [8] agrees_1 [9] solution_1	10	agrees_1	agrees with favorite pie being apple	speaker_1	Oh, I love apple pie too.
