	id_and_goal	utt_id	durec_goal_1	speaker	utt
2372	193: [1] chitchat about wedding_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5	18	nan_1	speaker_1	A friend of mine had her wedding reception there and said it was perfect, though very expensive.
2373	193: [1] chitchat about wedding_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5	19	nan_2	speaker_2	Yes.
2374	193: [1] chitchat about wedding_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5	20	nan_3	speaker_2	It will be expensive, but we think it will be worth it.
2375	193: [1] chitchat about wedding_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5	21	nan_4	speaker_2	It gives us great peace of mind to know that our reception is in the hands of experienced people.
2376	193: [1] chitchat about wedding_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5	22	nan_5	speaker_1	I think you make the right decision.
2377	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	0	ask about other_1	speaker_1	Have you any round-neck sweater?
2378	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	1	Q&A about other_1	speaker_2	Yes.
2379	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	2	chitchat about other_1	speaker_2	Actually our range of sweaters is the most comprehensive available.
2380	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	3	ask about other_2	speaker_1	Can I try this one on?
2381	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	4	Q&A about other_2	speaker_2	Sure, go ahead.
2382	194: [1] ask about other_1 [2] Q&A about other_1 [3] chitchat about other_1 [4] ask about other_2 [5] Q&A about other_2	5	Q&A about other_2	speaker_1	The color is too bright.
2383	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	0	ask about other_1	speaker_1	So Dick, how about getting some coffee for tonight?
2384	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	1	Q&A about other_1	speaker_2	Coffee?
2385	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	2	Q&A about other_1	speaker_2	I don’t honestly like that kind of stuff.
2386	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	3	ask about other_2	speaker_1	Come on, you can at least try a little, besides your cigarette.
2387	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	4	Q&A about other_2	speaker_2	What’s wrong with that?
2388	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	5	Q&A about other_2	speaker_2	Cigarette is the thing I go crazy for.
2389	195: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2	6	Q&A about other_2	speaker_1	Not for me, Dick.
2390	196: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	You guys are charging me $ 10 for a movie that I never ordered or saw.
2391	196: [1] Q&A about other_1	1	Q&A about other_1	speaker_2	Let's see, sir.
2392	196: [1] Q&A about other_1	2	Q&A about other_1	speaker_2	According to your file, you watched' Titanic' Monday evening.
2393	196: [1] Q&A about other_1	3	Q&A about other_1	speaker_1	Well, the wrong information is in my file.
2394	196: [1] Q&A about other_1	4	Q&A about other_1	speaker_1	I was at a concert Monday night.
2395	196: [1] Q&A about other_1	5	Q&A about other_1	speaker_2	Well, your word overrules the file, sir.
2396	196: [1] Q&A about other_1	6	Q&A about other_1	speaker_2	One moment, please.
2397	196: [1] Q&A about other_1	7	Q&A about other_1	speaker_1	I knew you'd see it my way.
2398	196: [1] Q&A about other_1	8	Q&A about other_1	speaker_2	Sir, I deleted the $ 10, but I had to add a $ 2 service charge to your bill.
2399	196: [1] Q&A about other_1	9	Q&A about other_1	speaker_1	Am I in the Twilight Zone?
2400	196: [1] Q&A about other_1	10	Q&A about other_1	speaker_1	You're charging me for a movie I never saw?
2401	196: [1] Q&A about other_1	11	Q&A about other_1	speaker_2	Please don't blame me, sir.
2402	196: [1] Q&A about other_1	12	Q&A about other_1	speaker_2	Blame the computer programmer.
2403	196: [1] Q&A about other_1	13	Q&A about other_1	speaker_1	This is highway robbery.
2404	196: [1] Q&A about other_1	14	Q&A about other_1	speaker_1	I've got a good mind to call the police!
2405	196: [1] Q&A about other_1	15	Q&A about other_1	speaker_2	If it makes you feel any better, other guests feel the same way.
2406	197: [1] other_1 [2] saying goodbye_1	0	other_1	speaker_1	Mr. Carter has asked me to come over to invite you to the banquet held in your honor at the Shangri-La Hotel at 7:00 this evening.
2407	197: [1] other_1 [2] saying goodbye_1	1	other_1	speaker_1	Here's an invitation for you.
2408	197: [1] other_1 [2] saying goodbye_1	2	other_1	speaker_2	How nice of him.
2409	197: [1] other_1 [2] saying goodbye_1	3	other_1	speaker_2	I'll be delighted to go.
2410	197: [1] other_1 [2] saying goodbye_1	4	other_1	speaker_2	But what time would be convenient?
2411	197: [1] other_1 [2] saying goodbye_1	5	other_1	speaker_1	If you could be ready by, say 6:30 o'clock, I'll be at the hotel to pick you up.
2412	197: [1] other_1 [2] saying goodbye_1	6	other_1	speaker_2	That's great.
2413	197: [1] other_1 [2] saying goodbye_1	7	other_1	speaker_2	It's most thoughtful of you to do this, Miss Rose.
2414	197: [1] other_1 [2] saying goodbye_1	8	other_1	speaker_1	It's my pleasure.
2415	197: [1] other_1 [2] saying goodbye_1	9	other_1	speaker_1	Well, then.
2416	197: [1] other_1 [2] saying goodbye_1	10	saying goodbye_1	speaker_1	I'll say goodbye.
2417	197: [1] other_1 [2] saying goodbye_1	11	saying goodbye_1	speaker_2	Goodbye and see you tonight.
2418	197: [1] other_1 [2] saying goodbye_1	12	saying goodbye_1	speaker_2	Miss Rose.
2419	198: [1] ask about other_1	0	ask about other_1	speaker_1	I'd like to speak Dr.Johnson.
2420	198: [1] ask about other_1	1	ask about other_1	speaker_2	Sorry, but he's not in.
2421	198: [1] ask about other_1	2	ask about other_1	speaker_2	May I take a message for you?
2422	198: [1] ask about other_1	3	ask about other_1	speaker_1	This is Robert Jordan.
2423	198: [1] ask about other_1	4	ask about other_1	speaker_2	OK, I'll tell him.
2424	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	0	greeting_1	speaker_1	Good morning, sir.
2425	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	1	Q&A about other_1	speaker_1	May I see your passport?
2426	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	2	Q&A about other_1	speaker_2	Yes, of course.
2427	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	3	Q&A about other_1	speaker_2	Here it is.
2428	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	4	Q&A about other_1	speaker_1	Thank you.
2429	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	5	Q&A about other_1	speaker_1	Are all these yours?
2430	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	6	Q&A about other_1	speaker_2	No, some of them are my friend's.
2431	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	7	Q&A about other_1	speaker_2	Do you want her passport, too?
2432	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	8	Q&A about other_1	speaker_1	Yes, please.
2433	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	9	Q&A about other_1	speaker_1	Do you have any carry-on items?
2434	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	10	Q&A about other_1	speaker_2	Do you want me to put it on the belt, too?
2435	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	11	Q&A about other_1	speaker_1	Yes, please.
2436	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	12	Q&A about other_1	speaker_1	Would you please open this big suitcase?
2437	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	13	Q&A about other_1	speaker_2	OK.
2438	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	14	Q&A about other_1	speaker_2	Just a moment.
2439	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	15	Q&A about other_1	speaker_2	It's just some clothes and toiletries.
2440	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	16	Q&A about other_1	speaker_1	OK.
2441	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	17	Q&A about other_1	speaker_1	Do you have anything to declare?
2442	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	18	Q&A about other_1	speaker_2	I think there is nothing.
2443	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	19	Q&A about other_1	speaker_1	Any fresh food, live plants, or animals?
2444	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	20	Q&A about other_1	speaker_2	Oh, no.
2445	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	21	Q&A about other_1	speaker_2	None of that.
2446	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	22	Q&A about other_1	speaker_1	Thank you.
2447	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	23	Q&A about other_1	speaker_1	You may lock up your suitcase.
2448	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	24	Q&A about other_1	speaker_1	Here are your passports.
2449	199: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	25	saying goodbye_1	speaker_2	Thanks a lot.
2450	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	0	greeting_1	speaker_1	Hello.
2451	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	1	Q&A about other_1	speaker_1	I bought a China dress in your shop this morning.
2452	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	2	Q&A about other_1	speaker_2	Yes?
2453	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	3	Q&A about other_1	speaker_1	I bought it one size up by mistake.
2454	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	4	Q&A about other_1	speaker_2	Oh, did you?
2455	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	5	Q&A about other_1	speaker_1	I wonder if you can change it to one size down.
2456	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	6	Q&A about other_1	speaker_2	Yes, of course.
2457	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	7	Q&A about other_1	speaker_1	Then I'll come to your place later in the evening, and how late is your shop open?
2458	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	8	Q&A about other_1	speaker_2	Until 8 o'clock, ma'am.
2459	200: [1] greeting_1 [2] Q&A about other_1 [3] saying goodbye_1	9	saying goodbye_1	speaker_2	We are looking forward to seeing you.
2460	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	0	other_1	speaker_1	I'm going to go shopping for groceries in a little bit.
2461	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	1	Q&A about other_1	speaker_2	Why, do we need groceries?
2462	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	2	Q&A about other_1	speaker_1	I believe we are all out of food.
2463	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	3	Q&A about other_1	speaker_2	Do you know what to get?
2464	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	4	Q&A about other_1	speaker_1	I don't know what we need.
2465	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	5	Q&A about other_1	speaker_2	Why don't you go and check the refrigerator?
2466	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	6	Q&A about other_1	speaker_1	I would appreciate it if you would do that for me.
2467	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	7	Q&A about other_1	speaker_2	Why don't you just get the basics?
2468	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	8	Q&A about other_1	speaker_1	What do you mean?
2469	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	9	other recommendation_1	speaker_2	Eggs, milk, bread.
2470	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	10	other recommendation_1	speaker_2	Things like that.
2471	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	11	nan_1	speaker_1	Go make that list.
2472	201: [1] other_1 [2] Q&A about other_1 [3] other recommendation_1 [4] nan_1 [5] nan_2	12	nan_2	speaker_2	Sure, no problem.
2473	202: [1] greeting_1 [2] other_1	0	greeting_1	speaker_1	Hello, take a seat please.
2474	202: [1] greeting_1 [2] other_1	1	other_1	speaker_1	Let's get straight to the point.
2475	202: [1] greeting_1 [2] other_1	2	other_1	speaker_1	This is our contract.
2476	202: [1] greeting_1 [2] other_1	3	other_1	speaker_1	Please read it carefully before signing.
2477	202: [1] greeting_1 [2] other_1	4	other_1	speaker_2	Since we have reached an agreement on all terms, there shouldn't be any problems for the contract.
2478	202: [1] greeting_1 [2] other_1	5	other_1	speaker_1	May we once more remind you that the contract should be canceled by one month notice.
2479	202: [1] greeting_1 [2] other_1	6	other_1	speaker_2	Yes, I got it.
2480	202: [1] greeting_1 [2] other_1	7	other_1	speaker_2	Thanks.
2481	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	0	ask about other_1	speaker_1	Excuse me, is this the baggage claim area from KL17?
2482	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	1	Q&A about other_1	speaker_2	Yes, can I help you?
2483	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	2	ask about other_2	speaker_1	Well, this is my baggage claim tag.
2484	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	3	ask about other_2	speaker_1	Can you get my baggage now?
2485	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	4	ask about other_2	speaker_2	OK, here you are.
2486	203: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] other_1	5	other_1	speaker_1	Thanks a lot.
2487	204: [1] Q&A about sports_1 [2] nan_1	0	Q&A about sports_1	speaker_1	Were you able to attend Friday night's basketball game?
2488	204: [1] Q&A about sports_1 [2] nan_1	1	Q&A about sports_1	speaker_2	I was unable to make it.
2489	204: [1] Q&A about sports_1 [2] nan_1	2	Q&A about sports_1	speaker_1	You should have been there.
2490	204: [1] Q&A about sports_1 [2] nan_1	3	Q&A about sports_1	speaker_1	It was intense.
2491	204: [1] Q&A about sports_1 [2] nan_1	4	Q&A about sports_1	speaker_2	Is that right.
2492	204: [1] Q&A about sports_1 [2] nan_1	5	Q&A about sports_1	speaker_2	Who ended up winning?
2493	204: [1] Q&A about sports_1 [2] nan_1	6	Q&A about sports_1	speaker_1	Our team was victorious.
2494	204: [1] Q&A about sports_1 [2] nan_1	7	Q&A about sports_1	speaker_2	I wish I was free that night.
2495	204: [1] Q&A about sports_1 [2] nan_1	8	Q&A about sports_1	speaker_2	I'm kind of mad that I didn't go.
2496	204: [1] Q&A about sports_1 [2] nan_1	9	Q&A about sports_1	speaker_1	It was a great game.
2497	204: [1] Q&A about sports_1 [2] nan_1	10	Q&A about sports_1	speaker_2	What was the score at the end of the game?
2498	204: [1] Q&A about sports_1 [2] nan_1	11	Q&A about sports_1	speaker_1	Our team won 101-98.
2499	204: [1] Q&A about sports_1 [2] nan_1	12	Q&A about sports_1	speaker_2	Sounds like it was a close game.
2500	204: [1] Q&A about sports_1 [2] nan_1	13	Q&A about sports_1	speaker_1	That's the reason it was such a great game.
2501	204: [1] Q&A about sports_1 [2] nan_1	14	nan_1	speaker_2	The next game, I will definitely be there.
2502	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	0	Q&A about travel_1	speaker_1	How long does it take to get to downtown from here?
2503	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	1	Q&A about travel_1	speaker_2	It is 15 minutes’ drive.
2504	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	2	Q&A about other_1	speaker_1	What companies do we have in our neighborhood?
2505	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	3	Q&A about other_1	speaker_2	Mitsubishi, HP, IBM and many other famous corporations.
2506	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	4	Q&A about other_1	speaker_1	Does the 7th floor belong to our company too?
2507	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	5	Q&A about other_1	speaker_2	Yes, our company has two floors, the 6th and 7th floor in this building.
2508	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	6	other_1	speaker_1	It’s such a large firm.
2509	205: [1] Q&A about travel_1 [2] Q&A about other_1 [3] other_1 [4] Q&A about other_2	7	Q&A about other_2	speaker_1	Do we have our own staff restaurant?
